11D171014: Torre do Pinhão;261;- -;494;71;3;166;4531;- -;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;- -;5;5;1;3;591;46;27;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;60;13;184;115;34;3399;19684;117;
11D171015: Vilarinho de São Romão;- -;3;1;- -;8;313;21;- -;
11D1711: Santa Marta de Penaguião;10;10;453;48;10;3364;687;70;
11D171101: Alvações do Corgo;- -;- -;- -;- -;- -;258;2;- -;
11D171102: Cumieira;6;2;141;10;4;652;141;1;
11D171103: Fontes;1;1;233;37;1;280;26;1;
11D171106: Medrões;1;2;23;1;1;307;110;6;
11D171110: Sever;- -;- -;- -;- -;- -;254;5;5;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;- -;- -;45;- -;1;669;53;36;
11D171112: União das freguesias de Louredo e Fornelos;2;5;11;- -;3;944;350;21;
11D1815: São João da Pesqueira;57;83;1985;889;147;3233;579;840;
11D181501: Castanheiro do Sul;- -;14;- -;- -;2;49;11;- -;
11D181502: Ervedosa do Douro;- -;- -;25;4;5;30;- -;- -;
11D181504: Nagozelo do Douro;- -;4;12;5;8;134;6;- -;
11D181505: Paredes da Beira;- -;19;584;214;25;312;66;- -;
11D181507: Riodades;48;18;668;11;14;359;60;10;
11D181509: Soutelo do Douro;- -;- -;- -;- -;6;414;3;- -;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;1;15;251;235;32;736;356;799;
11D181516: União das freguesias de Trevões e Espinhosa;8;11;175;24;16;281;15;- -;
11D181517: União das freguesias de Vilarouco e Pereiros;- -;2;150;321;25;778;55;31;
11D181511: Vale de Figueira;- -;- -;- -;- -;8;33;- -;- -;
11D181512: Valongo dos Azeites;- -;- -;120;75;6;107;7;- -;
11D1818: Sernancelhe;652;296;2785;1068;216;125388;11622;269;
11D181801: Arnas;57;19;130;21;12;222;108;21;
11D181802: Carregal;66;32;323;173;28;13336;333;3;
11D181803: Chosendo;5;19;380;38;6;145;98;- -;
11D181804: Cunha;44;28;466;49;13;6403;165;15;
11D181806: Faia;26;17;- -;4;8;37;- -;- -;
11D181810: Granjal;26;32;33;272;23;398;9578;44;
11D181811: Lamosa;28;15;58;1;6;9072;155;2;
11D181814: Quintela;219;16;256;145;11;72305;163;68;
11D181818: União das freguesias de Ferreirim e Macieira;1;15;138;16;30;423;112;32;
11D181819: União das freguesias de Fonte Arcada e Escurquela;- -;12;316;47;30;312;168;1;
11D181820: União das freguesias de Penso e Freixinho;13;6;22;95;6;355;199;- -;
11D181821: União das freguesias de Sernancelhe e Sarzeda;166;63;559;203;28;21972;445;83;
11D181817: Vila da Ponte;1;22;104;4;15;408;98;- -;
11D1819: Tabuaço;59;64;1198;175;135;3568;803;105;
11D181901: Adorigo;- -;- -;35;3;2;238;17;8;
11D181902: Arcos;1;- -;337;1;13;43;25;- -;
11D181904: Chavães;- -;- -;77;14;24;83;76;- -;
11D181905: Desejosa;- -;- -;- -;- -;1;251;66;- -;
11D181906: Granja do Tedo;- -;6;17;- -;6;62;4;- -;
11D181908: Longa;- -;2;116;- -;6;182;32;- -;
11D181913: Sendim;- -;25;198;- -;32;918;106;- -;
11D181914: Tabuaço;- -;- -;19;- -;2;429;18;20;
11D181918: União das freguesias de Barcos e Santa Leocádia;1;9;112;5;17;495;219;6;
11D181919: União das freguesias de Paradela e Granjinha;57;- -;219;10;8;272;52;- -;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;- -;2;32;10;16;157;25;- -;
11D181921: União das freguesias de Távora e Pereiro;- -;20;36;132;8;410;163;71;
11D181917: Valença do Douro;- -;- -;- -;- -;- -;28;- -;- -;
11D1820: Tarouca;583;213;625;501;108;11445;9983;44;
11D182004: Mondim da Beira;33;24;40;4;7;251;132;2;
11D182005: Salzedas;- -;9;17;- -;23;252;9;- -;
11D182006: São João de Tarouca;272;40;90;158;21;9670;181;- -;
11D182011: União das freguesias de Gouviães e Ucanha;- -;4;18;4;- -;210;36;- -;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;13;38;86;3;17;479;9465;3;
11D182013: União das freguesias de Tarouca e Dálvares;206;94;335;134;19;452;160;39;
11D182009: Várzea da Serra;59;4;39;198;21;131;- -;- -;
11D0409: Torre de Moncorvo;32;157;12973;953;435;3315;14734;2319;
11D040901: Açoreira;- -;3;1182;231;19;54;22;110;
11D040903: Cabeça Boa;3;30;239;2;27;274;44;- -;
11D040905: Carviçais;- -;9;1625;111;71;852;333;640;
11D040906: Castedo;1;15;397;- -;24;125;3108;- -;
11D040909: Horta da Vilariça;- -;4;315;- -;22;96;4;85;
11D040910: Larinho;22;7;877;- -;31;132;56;- -;
11D040911: Lousa;1;8;1145;13;40;367;2280;69;
11D040913: Mós;- -;21;759;152;34;485;68;242;
11D040916: Torre de Moncorvo;5;- -;644;83;16;38;- -;50;
11D040918: União das freguesias de Adeganha e Cardanha;- -;- -;3780;135;47;236;8611;310;
11D040919: União das freguesias de Felgar e Souto da Velha;- -;- -;667;50;27;129;26;550;
11D040920: União das freguesias de Felgueiras e Maçores;- -;41;709;19;39;279;151;54;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;- -;19;634;157;38;248;31;209;
11D0914: Vila Nova de Foz Côa;30;10;5342;435;131;1353;127;239;
11D091401: Almendra;5;- -;1330;10;15;20;- -;- -;
11D091402: Castelo Melhor;- -;6;1033;15;10;103;36;17;
11D091403: Cedovim;5;- -;113;135;10;192;12;- -;
11D091404: Chãs;- -;- -;- -;- -;5;- -;- -;- -;
11D091405: Custóias;- -;- -;- -;- -;6;105;12;4;
11D091418: Freixo de Numão;- -;1;364;54;17;121;- -;42;
11D091407: Horta;5;- -;150;2;3;86;5;48;
11D091410: Muxagata;- -;2;507;- -;3;15;- -;25;
11D091411: Numão;- -;- -;146;6;15;63;- -;2;
11D091412: Santa Comba;- -;- -;135;- -;4;- -;- -;- -;
11D091414: Sebadelhe;8;- -;- -;- -;3;138;21;20;
11D091415: Seixas;5;- -;299;- -;4;196;6;- -;
11D091416: Touça;- -;- -;175;- -;6;152;16;15;
11D091419: Vila Nova de Foz Côa;2;1;1090;213;30;162;19;66;
11D1714: Vila Real;3758;426;5801;2262;634;14962;19718;336;
11D171401: Abaças;4;12;18;11;55;1161;290;5;
11D171403: Andrães;144;9;276;148;39;1666;438;29;
11D171404: Arroios;4;- -;28;- -;- -;91;10;- -;
11D171406: Campeã;566;43;377;45;82;1029;7661;63;
11D171409: Folhadela;38;159;163;76;19;1974;995;62;
11D171410: Guiães;- -;2;167;55;1;160;106;- -;
11D171414: Lordelo;71;2;63;62;17;315;148;55;
11D171415: Mateus;10;1;- -;1;1;109;88;- -;
11D171416: Mondrões;217;9;137;18;23;586;134;- -;
11D171420: Parada de Cunhos;2;8;16;- -;3;339;124;- -;
11D171426: Torgueda;121;20;435;54;22;473;607;14;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;459;23;594;456;61;752;4064;- -;
11D171432: União das freguesias de Borbela e Lamas de Olo;488;36;340;586;29;587;2604;3;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;92;20;466;1;41;1019;422;7;
11D171434: União das freguesias de Mouçós e Lamares;221;24;736;71;62;1033;633;- -;
11D171435: União das freguesias de Nogueira e Ermida;- -;8;67;10;2;778;210;52;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;740;7;773;35;78;1093;375;22;
11D171437: União das freguesias de São Tomé do Castelo e Justes;180;4;758;6;11;415;280;22;
11D171429: Vila Marim;384;37;230;627;75;1271;488;2;
11D171438: Vila Real;17;2;157;- -;13;111;41;- -;
11E: Terras de Trás-os-Montes;27129;10538;166774;24224;5992;190979;88257;21612;
11E0401: Alfândega da Fé;453;184;7226;1566;306;3651;836;1587;
11E040102: Alfândega da Fé;50;16;1474;351;39;383;83;- -;
11E040103: Cerejais;- -;- -;92;- -;7;140;13;700;
11E040111: Sambade;26;7;312;56;61;240;21;2;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;211;5;879;79;25;391;104;- -;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;3;121;1014;88;28;599;30;151;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;- -;4;971;229;24;320;33;- -;
11E040124: União das freguesias de Gebelim e Soeima;44;10;765;249;56;414;235;10;
11E040125: União das freguesias de Parada e Sendim da Ribeira;25;4;- -;- -;11;298;16;- -;
11E040126: União das freguesias de Pombal e Vales;- -;1;544;- -;13;63;18;180;
11E040118: Vilar Chão;91;- -;691;323;16;331;198;- -;
11E040119: Vilarelhos;- -;9;236;190;5;144;4;544;
11E040120: Vilares de Vilariça;3;7;248;1;21;328;81;- -;
11E0402: Bragança;4549;2068;40775;4175;792;37317;7119;4802;
11E040201: Alfaião;12;125;889;34;28;895;91;22;
11E040203: Babe;131;55;418;- -;32;903;39;75;
11E040204: Baçal;267;124;1436;104;16;3148;133;- -;
11E040206: Carragosa;65;84;1199;- -;9;487;58;1;
11E040209: Castro de Avelãs;164;29;894;18;3;1317;489;61;
11E040210: Coelhoso;52;- -;1171;- -;34;326;57;15;
11E040212: Donai;157;70;890;17;6;910;100;806;
11E040213: Espinhosela;92;70;1638;38;12;836;275;71;
11E040215: França;38;11;202;190;5;394;77;10;
11E040216: Gimonde;- -;80;525;- -;23;848;56;11;
11E040217: Gondesende;35;12;373;16;2;572;355;48;
11E040218: Gostei;376;48;1817;129;3;1059;273;- -;
11E040219: Grijó de Parada;85;79;2498;494;29;771;141;50;
11E040221: Macedo do Mato;168;18;298;5;27;1128;161;- -;
11E040224: Mós;154;6;269;16;4;331;89;108;
11E040225: Nogueira;117;77;494;- -;13;809;132;- -;
11E040226: Outeiro;56;2;938;- -;46;223;67;- -;
11E040229: Parâmio;124;69;724;35;10;1105;199;138;
11E040230: Pinela;101;36;1142;114;12;403;107;40;
11E040232: Quintanilha;33;10;539;198;15;774;170;212;
11E040233: Quintela de Lampaças;66;18;832;484;40;398;62;16;
11E040234: Rabal;59;33;1103;3;11;666;190;230;
11E040236: Rebordãos;60;123;1335;39;15;922;476;103;
11E040239: Salsas;163;17;1025;136;15;949;75;- -;
11E040240: Samil;133;22;973;51;8;884;108;2;
11E040241: Santa Comba de Rossas;55;17;86;- -;- -;104;9;41;
11E040244: São Pedro de Sarracenos;17;13;920;162;9;689;159;164;
11E040246: Sendas;61;23;1048;122;23;880;154;142;
11E040247: Serapicos;197;6;408;166;15;781;124;10;
11E040248: Sortes.;221;44;1008;238;17;433;152;77;
11E040250: União das freguesias de Aveleda e Rio de Onor;16;37;1267;- -;30;1136;217;443;
11E040251: União das freguesias de Castrelos e Carrazedo;238;104;396;199;5;1165;226;35;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;323;162;2770;145;70;2054;291;97;
11E040253: União das freguesias de Parada e Faílde;171;93;1411;345;54;1832;322;98;
11E040254: União das freguesias de Rebordainhos e Pombares;53;25;1203;195;13;358;48;3;
11E040255: União das freguesias de Rio Frio e Milhão;30;46;2666;36;34;1822;216;1061;
11E040256: União das freguesias de São Julião de Palácios e Deilão;230;146;1831;137;68;2192;468;116;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;76;78;1669;170;34;2027;437;55;
11E040249: Zoio;153;56;470;139;2;786;316;441;
11E0405: Macedo de Cavaleiros;3235;914;21073;4513;842;23210;21247;2243;
11E040502: Amendoeira;46;26;1594;162;40;709;152;367;
11E040503: Arcas;- -;13;27;- -;28;475;77;135;
11E040507: Carrapatas;49;7;712;4;16;134;36;- -;
11E040509: Chacim;9;9;210;224;13;94;14;- -;
11E040510: Cortiços;30;168;1399;250;29;539;101;- -;
11E040511: Corujas;121;11;185;4;17;1348;122;5;
11E040514: Ferreira;48;24;230;17;28;335;76;1;
11E040515: Grijó;90;19;408;- -;12;448;86;- -;
11E040516: Lagoa;77;20;1581;259;33;578;177;- -;
11E040517: Lamalonga;82;4;364;39;48;442;104;- -;
11E040518: Lamas;49;50;329;265;10;563;38;303;
11E040519: Lombo;281;32;145;130;26;368;103;125;
11E040520: Macedo de Cavaleiros;59;133;441;5;15;556;61;- -;
11E040521: Morais;205;25;3489;565;43;603;306;112;
11E040523: Olmos;19;5;425;383;23;249;96;- -;
11E040524: Peredo;2;- -;105;85;11;8679;49;- -;
11E040526: Salselas;524;37;499;648;50;648;136;2;
11E040528: Sezulfe;- -;28;428;365;13;586;107;53;
11E040530: Talhas;236;4;1187;100;50;144;144;- -;
11E040539: União das freguesias de Ala e Vilarinho do Monte;120;95;806;22;53;1197;13249;485;
11E040540: União das freguesias de Bornes e Burga;64;3;515;161;33;281;196;166;
11E040541: União das freguesias de Castelãos e Vilar do Monte;49;18;801;38;33;1007;250;- -;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;135;28;1046;238;48;844;86;85;
11E040543: União das freguesias de Podence e Santa Combinha;26;21;316;- -;21;638;25;34;
11E040544: União das freguesias de Talhinhas e Bagueixe;483;7;1668;210;32;257;53;5;
11E040532: Vale Benfeito;52;15;738;27;10;236;40;50;
11E040533: Vale da Porca;93;22;506;6;11;370;5046;- -;
11E040534: Vale de Prados;83;6;252;4;14;175;120;65;
11E040536: Vilarinho de Agrochão;65;82;349;34;55;470;167;40;
11E040538: Vinhas;138;2;318;268;27;237;30;210;
11E0406: Miranda do Douro;5324;1120;19480;927;588;58684;5668;735;
11E040604: Duas Igrejas;957;464;2393;179;63;2476;471;- -;
11E040605: Genísio;154;59;2972;32;15;926;259;2;
11E040607: Malhadas;360;77;2008;11;63;1236;133;- -;
11E040608: Miranda do Douro;551;10;1790;13;37;1313;143;161;
11E040609: Palaçoulo;331;20;1101;5;16;41564;413;27;
11E040611: Picote;1;2;52;65;9;621;236;8;
11E040612: Póvoa;299;42;599;- -;42;1406;64;- -;
11E040613: São Martinho de Angueira;26;165;552;52;24;1129;181;15;
11E040618: União das freguesias de Constantim e Cicouro;159;14;888;- -;43;594;45;50;
11E040619: União das freguesias de Ifanes e Paradela;492;15;1904;115;112;1799;143;27;
11E040620: União das freguesias de Sendim e Atenor;397;192;1204;50;53;2632;728;269;
11E040621: União das freguesias de Silva e Águas Vivas;1073;37;1483;223;42;1484;344;105;
11E040616: Vila Chã de Braciosa;524;23;2534;182;69;1504;2508;71;
11E0407: Mirandela;680;2017;18452;3860;947;19076;30218;5594;
11E040701: Abambres;16;42;567;- -;18;555;39;- -;
11E040702: Abreiro;5;22;141;117;18;487;17;411;
11E040703: Aguieiras;2;20;495;4;45;676;33;- -;
11E040704: Alvites;16;10;1049;- -;29;637;35;319;
11E040708: Bouça;11;2;290;7;28;259;17;- -;
11E040709: Cabanelas;22;12;1133;10;32;769;34;200;
11E040710: Caravelas;78;12;236;32;48;175;44;- -;
11E040711: Carvalhais;14;33;1444;512;46;909;85;55;
11E040712: Cedães;9;80;297;- -;46;632;40;5;
11E040713: Cobro;- -;- -;270;- -;8;127;10;62;
11E040714: Fradizela;- -;10;423;23;32;412;44;136;
11E040716: Frechas;- -;2;649;2;22;271;27584;108;
11E040718: Lamas de Orelhão;4;4;985;603;10;318;66;150;
11E040720: Mascarenhas;143;76;728;- -;34;993;32;18;
11E040721: Mirandela;79;38;542;368;32;1103;142;145;
11E040722: Múrias;- -;8;731;70;45;961;115;- -;
11E040724: Paços;3;43;719;412;44;810;122;- -;
11E040727: São Pedro Velho;33;36;325;91;71;1135;74;40;
11E040728: São Salvador;- -;8;298;136;21;336;58;84;
11E040729: Suçães;21;57;254;178;45;1183;159;1000;
11E040730: Torre de Dona Chama;14;1384;886;64;43;2218;270;38;
11E040738: União das freguesias de Avantos e Romeu;58;8;1187;54;16;551;679;605;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;3;40;1293;409;16;558;75;1329;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;38;26;933;339;20;563;121;536;
11E040741: União das freguesias de Franco e Vila Boa;64;13;200;27;26;397;140;124;
11E040742: União das freguesias de Freixeda e Vila Verde;19;6;411;159;31;186;21;177;
11E040731: Vale de Asnes;12;11;593;- -;42;174;31;52;
11E040732: Vale de Gouvinhas;6;5;426;96;21;791;69;- -;
11E040733: Vale de Salgueiro;- -;3;596;138;48;533;38;- -;
11E040734: Vale de Telhas;10;6;351;9;10;357;24;- -;
11E0408: Mogadouro;7244;952;23918;5127;849;11683;12747;1494;
11E040801: Azinhoso;173;- -;732;527;31;401;69;7;
11E040802: Bemposta;208;3;194;168;44;635;225;4;
11E040803: Bruçó;142;- -;1744;18;37;241;144;42;
11E040804: Brunhoso;189;2;401;10;18;368;45;- -;
11E040807: Castelo Branco;110;4;1558;180;52;515;69;171;
11E040808: Castro Vicente;17;12;2077;230;30;474;103;165;
11E040809: Meirinhos;21;2;1719;41;34;810;23;20;
11E040811: Paradela;114;7;459;385;24;380;43;95;
11E040812: Penas Roias;910;4;552;903;30;996;4842;80;
11E040813: Peredo da Bemposta;93;1;174;- -;29;231;69;20;
11E040815: Saldanha;1129;135;310;257;18;417;36;- -;
11E040817: São Martinho do Peso;483;3;1356;370;53;380;42;529;
11E040819: Tó;510;390;528;- -;18;200;70;- -;
11E040820: Travanca;174;6;558;148;33;690;204;- -;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1262;115;1669;168;31;532;2289;- -;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;742;161;3399;767;178;2399;624;64;
11E040831: União das freguesias de Remondes e Soutelo;65;17;1859;232;77;630;174;- -;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;362;4;1428;190;58;737;77;215;
11E040821: Urrós;205;86;203;215;25;433;3547;50;
11E040822: Vale da Madre;54;- -;1414;105;10;98;29;32;
11E040826: Vila de Ala;281;- -;1584;213;19;116;23;- -;
11E0410: Vila Flor;221;171;5514;850;329;5342;759;1739;
11E041002: Benlhevai;73;1;280;- -;5;320;21;550;
11E041005: Freixiel;24;8;141;99;48;886;271;- -;
11E041009: Roios;- -;5;969;277;16;262;4;- -;
11E041010: Samões;- -;1;209;150;20;196;60;548;
11E041011: Sampaio;- -;3;- -;- -;5;133;- -;- -;
11E041012: Santa Comba de Vilariça;- -;- -;152;5;5;99;- -;10;
11E041013: Seixo de Manhoses;15;- -;134;17;31;213;58;36;
11E041014: Trindade;4;1;31;3;11;351;75;18;
11E041020: União das freguesias de Assares e Lodões;- -;3;829;- -;14;464;6;8;
11E041021: União das freguesias de Candoso e Carvalho de Egas;2;7;236;175;19;222;8;- -;
11E041022: União das freguesias de Valtorno e Mourão;- -;3;159;- -;26;316;92;17;
11E041023: União das freguesias de Vila Flor e Nabo;66;84;737;11;58;812;46;41;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;31;55;1471;111;59;865;73;103;
11E041015: Vale Frechoso;6;- -;166;2;12;203;45;408;
11E0411: Vimioso;2271;314;11197;2022;682;13512;2454;2351;
11E041103: Argozelo;46;76;594;2;83;708;98;- -;
11E041107: Carção;28;17;210;26;85;1667;304;359;
11E041108: Matela;284;7;844;737;36;1040;148;- -;
11E041109: Pinelo;48;16;595;220;33;807;14;41;
11E041110: Santulhão;78;45;2177;174;91;3031;518;37;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;211;20;2326;559;127;2431;389;20;
11E041116: União das freguesias de Caçarelhos e Angueira;616;58;1369;159;100;1123;563;859;
11E041117: União das freguesias de Vale de Frades e Avelanoso;500;34;948;11;82;1299;178;429;
11E041113: Vilar Seco;362;2;528;6;11;399;146;- -;
11E041114: Vimioso;98;39;1606;128;34;1007;96;606;
11E0412: Vinhais;3152;2798;19139;1184;657;18504;7209;1067;
11E041201: Agrochão;60;39;290;- -;41;375;132;17;
11E041203: Candedo;57;131;433;4;53;1005;311;15;
11E041204: Celas;166;154;482;171;38;448;72;- -;
11E041206: Edral;93;54;1004;- -;17;751;219;13;
11E041207: Edrosa;171;42;307;2;9;444;173;3;
11E041208: Ervedosa;73;7;666;18;29;605;120;- -;
11E041215: Paçó;285;115;697;2;3;526;360;216;
11E041216: Penhas Juntas;121;39;525;170;15;443;74;26;
11E041219: Rebordelo;2;229;145;32;53;1206;2026;- -;
11E041221: Santalha;61;132;851;23;45;853;166;227;
11E041226: Tuizelo;255;360;838;45;22;1224;498;44;
11E041236: União das freguesias de Curopos e Vale de Janeiro;28;34;414;78;35;923;256;45;
11E041237: União das freguesias de Moimenta e Montouto;150;77;1894;15;16;601;226;16;
11E041238: União das freguesias de Nunes e Ousilhão;195;216;437;145;25;784;207;- -;
11E041239: União das freguesias de Quirás e Pinheiro Novo;85;63;1083;- -;34;627;143;- -;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;183;140;871;52;40;1490;241;27;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;113;122;1615;75;9;753;293;197;
11E041242: União das freguesias de Travanca e Santa Cruz;287;91;1264;17;9;496;385;- -;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;35;75;1237;- -;33;340;84;10;
11E041227: Vale das Fontes;2;32;472;38;35;968;130;51;
11E041229: Vila Boa de Ousilhão;4;25;152;65;12;264;231;- -;
11E041230: Vila Verde;74;91;16;3;7;277;88;- -;
11E041232: Vilar de Ossos;275;87;1287;29;9;550;193;11;
11E041233: Vilar de Peregrinos;70;77;576;4;15;669;103;61;
11E041234: Vilar Seco de Lomba;72;43;467;20;21;549;150;- -;
11E041235: Vinhais;235;323;1116;176;32;1333;328;88;
16: Centro;185900;758939;569346;155456;11850;26172409;561448;59036;
16B: Oeste;25246;291832;32264;13244;1151;4650761;42465;1196;
16B1001: Alcobaça;4365;114454;6063;1336;110;20279;12603;192;
16B100102: Alfeizerão;1921;6107;418;15;16;6949;3913;30;
16B100120: Aljubarrota;58;5815;842;238;17;1914;557;32;
16B100104: Bárrio;77;60;137;- -;5;633;171;8;
16B100105: Benedita;766;11467;395;97;4;641;1130;24;
16B100106: Cela;82;2765;665;35;8;2278;753;5;
16B100108: Évora de Alcobaça;647;43975;1545;652;7;1640;629;16;
16B100109: Maiorga;17;12;93;3;- -;604;73;- -;
16B100112: São Martinho do Porto;6;6278;132;34;16;215;38;- -;
16B100114: Turquel;507;33545;1260;197;20;1677;3699;52;
16B100121: União das freguesias de Alcobaça e Vestiaria;- -;1148;144;10;4;241;144;- -;
16B100122: União das freguesias de Coz, Alpedriz e Montes;1;2452;85;35;3;1116;132;25;
16B100123: União das freguesias de Pataias e Martingança;196;313;127;15;9;1348;368;- -;
16B100116: Vimeiro;87;517;220;5;1;1023;996;- -;
16B1101: Alenquer;2140;2412;3193;1301;347;542628;1648;- -;
